State,County Code,Year,deaths
FL,12101.0,2006,101
FL,12101.0,2007,125
FL,12101.0,2008,147
FL,12101.0,2009,166
FL,12101.0,2010,173
FL,12101.0,2011,147
FL,12101.0,2012,109
FL,12101.0,2013,99
FL,12101.0,2014,105
FL,12101.0,2015,113
FL,12103.0,2003,135
FL,12103.0,2004,182
FL,12103.0,2005,176
FL,12103.0,2006,213
FL,12103.0,2007,235
FL,12103.0,2008,264
FL,12103.0,2009,265
FL,12103.0,2010,284
FL,12103.0,2011,244
FL,12103.0,2012,221
FL,12103.0,2013,176
FL,12103.0,2014,190
FL,12103.0,2015,190
FL,12105.0,2003,42
FL,12105.0,2004,62
FL,12105.0,2005,60
FL,12105.0,2006,67
FL,12105.0,2007,82
FL,12105.0,2008,95
FL,12105.0,2009,103
FL,12105.0,2010,86
FL,12105.0,2011,112
FL,12105.0,2012,84
FL,12105.0,2013,88
FL,12105.0,2014,93
FL,12105.0,2015,96
FL,12107.0,2004,10
FL,12107.0,2010,21
FL,12107.0,2011,17
FL,12109.0,2004,10
FL,12109.0,2007,13
FL,12109.0,2009,11
FL,12109.0,2010,15
FL,12109.0,2011,19
FL,12109.0,2012,13
FL,12109.0,2013,11
FL,12109.0,2014,17
FL,12109.0,2015,17
FL,12111.0,2003,21
FL,12111.0,2004,27
FL,12111.0,2005,25
FL,12111.0,2006,28
FL,12111.0,2007,46
FL,12111.0,2008,34
FL,12111.0,2009,46
FL,12111.0,2010,43
FL,12111.0,2011,40
FL,12111.0,2012,29
FL,12111.0,2013,33
FL,12111.0,2014,39
FL,12111.0,2015,51
FL,12113.0,2003,21
FL,12113.0,2004,18
FL,12113.0,2005,22
FL,12113.0,2006,28
FL,12113.0,2007,20
FL,12113.0,2008,21
FL,12113.0,2009,11
FL,12113.0,2010,17
FL,12113.0,2011,18
FL,12113.0,2012,10
FL,12113.0,2013,11
FL,12113.0,2014,13
FL,12113.0,2015,22
FL,12115.0,2003,62
FL,12115.0,2004,59
FL,12115.0,2005,60
FL,12115.0,2006,76
FL,12115.0,2007,76
FL,12115.0,2008,71
FL,12115.0,2009,75
FL,12115.0,2010,83
FL,12115.0,2011,84
FL,12115.0,2012,71
FL,12115.0,2013,67
FL,12115.0,2014,54
FL,12115.0,2015,96
FL,12117.0,2003,33
FL,12117.0,2004,23
FL,12117.0,2005,41
FL,12117.0,2006,47
FL,12117.0,2007,49
FL,12117.0,2008,41
FL,12117.0,2009,72
FL,12117.0,2010,61
FL,12117.0,2011,60
FL,12117.0,2012,40
FL,12117.0,2013,45
FL,12117.0,2014,49
FL,12117.0,2015,63
FL,12119.0,2015,12
FL,12127.0,2003,48
FL,12127.0,2004,74
FL,12127.0,2005,85
FL,12127.0,2006,80
FL,12127.0,2007,71
FL,12127.0,2008,101
FL,12127.0,2009,106
FL,12127.0,2010,104
FL,12127.0,2011,89
FL,12127.0,2012,85
FL,12127.0,2013,100
FL,12127.0,2014,75
FL,12127.0,2015,98
FL,12131.0,2005,10
FL,12131.0,2006,16
FL,12131.0,2007,12
GA,13013.0,2006,10
GA,13013.0,2008,10
GA,13013.0,2010,12
GA,13013.0,2012,10
GA,13013.0,2014,11
GA,13015.0,2004,13
GA,13015.0,2008,14
GA,13015.0,2010,20
GA,13015.0,2011,17
GA,13015.0,2012,13
GA,13015.0,2014,16
GA,13015.0,2015,18
GA,13021.0,2003,13
GA,13021.0,2004,11
GA,13021.0,2005,24
GA,13021.0,2007,12
GA,13021.0,2008,14
GA,13021.0,2009,12
GA,13021.0,2010,12
GA,13021.0,2011,17
GA,13021.0,2012,10
GA,13021.0,2013,14
GA,13021.0,2014,11
GA,13021.0,2015,14
GA,13039.0,2011,10
GA,13045.0,2004,14
GA,13045.0,2005,16
GA,13045.0,2006,14
GA,13045.0,2007,22
GA,13045.0,2008,24
GA,13045.0,2009,26
GA,13045.0,2010,17
GA,13045.0,2011,22
GA,13045.0,2012,13
GA,13045.0,2013,16
GA,13045.0,2014,17
GA,13045.0,2015,18
GA,13047.0,2004,11
GA,13047.0,2005,11
GA,13047.0,2006,10
GA,13047.0,2008,11
GA,13047.0,2011,10
GA,13047.0,2012,20
GA,13047.0,2014,12
GA,13047.0,2015,12
GA,13051.0,2004,22
GA,13051.0,2005,11
GA,13051.0,2006,18
GA,13051.0,2007,26
GA,13051.0,2008,17
GA,13051.0,2009,16
GA,13051.0,2010,23
GA,13051.0,2011,22
GA,13051.0,2012,23
GA,13051.0,2013,28
GA,13051.0,2014,21
GA,13051.0,2015,24
GA,13057.0,2003,13
GA,13057.0,2004,10
GA,13057.0,2005,17
GA,13057.0,2006,12
GA,13057.0,2007,22
GA,13057.0,2008,16
GA,13057.0,2009,20
GA,13057.0,2010,26
GA,13057.0,2011,19
GA,13057.0,2012,20
GA,13057.0,2013,28
GA,13057.0,2014,35
GA,13057.0,2015,50
GA,13059.0,2011,13
GA,13059.0,2012,12
GA,13059.0,2015,10
GA,13063.0,2003,18
GA,13063.0,2004,18
GA,13063.0,2005,17
GA,13063.0,2006,18
GA,13063.0,2007,19
GA,13063.0,2008,13
GA,13063.0,2009,19
GA,13063.0,2010,19
GA,13063.0,2011,20
GA,13063.0,2012,30
GA,13063.0,2013,16
GA,13063.0,2014,16
GA,13063.0,2015,22
GA,13067.0,2003,34
GA,13067.0,2004,44
GA,13067.0,2005,40
GA,13067.0,2006,49
GA,13067.0,2007,45
GA,13067.0,2008,60
GA,13067.0,2009,71
GA,13067.0,2010,50
GA,13067.0,2011,65
GA,13067.0,2012,77
GA,13067.0,2013,104
GA,13067.0,2014,119
GA,13067.0,2015,100
GA,13073.0,2005,14
GA,13073.0,2010,15
GA,13073.0,2012,12
GA,13073.0,2013,11
GA,13073.0,2014,14
GA,13073.0,2015,16
GA,13077.0,2004,10
GA,13077.0,2005,11
GA,13077.0,2007,11
GA,13077.0,2008,10
GA,13077.0,2009,16
GA,13077.0,2011,12
GA,13077.0,2012,17
GA,13077.0,2014,12
GA,13077.0,2015,13
GA,13089.0,2003,25
GA,13089.0,2004,25
GA,13089.0,2005,22
GA,13089.0,2006,29
GA,13089.0,2007,39
GA,13089.0,2008,33
GA,13089.0,2009,28
GA,13089.0,2010,40
GA,13089.0,2011,44
GA,13089.0,2012,40
GA,13089.0,2013,34
GA,13089.0,2014,50
GA,13089.0,2015,65
GA,13095.0,2012,10
GA,13097.0,2006,14
GA,13097.0,2008,10
GA,13097.0,2010,10
GA,13097.0,2011,14
GA,13097.0,2012,10
GA,13097.0,2013,10
GA,13097.0,2014,22
GA,13097.0,2015,17
GA,13111.0,2010,10
GA,13111.0,2013,10
GA,13113.0,2009,13
GA,13113.0,2011,10
GA,13113.0,2014,12
GA,13113.0,2015,11
GA,13115.0,2005,17
GA,13115.0,2006,15
GA,13115.0,2007,14
GA,13115.0,2008,13
GA,13115.0,2010,17
GA,13115.0,2011,11
GA,13115.0,2012,14
GA,13115.0,2013,16
GA,13115.0,2015,10
GA,13117.0,2007,15
GA,13117.0,2008,13
GA,13117.0,2009,13
GA,13117.0,2010,13
GA,13117.0,2011,25
GA,13117.0,2012,13
GA,13117.0,2013,18
GA,13117.0,2014,28
GA,13117.0,2015,32
GA,13121.0,2003,62
GA,13121.0,2004,67
GA,13121.0,2005,91
GA,13121.0,2006,75
GA,13121.0,2007,91
GA,13121.0,2008,113
GA,13121.0,2009,78
GA,13121.0,2010,109
GA,13121.0,2011,95
GA,13121.0,2012,92
GA,13121.0,2013,118
GA,13121.0,2014,136
GA,13121.0,2015,139
GA,13127.0,2006,13
GA,13127.0,2007,13
GA,13127.0,2008,12
GA,13127.0,2009,10
GA,13127.0,2012,11
GA,13127.0,2013,17
GA,13129.0,2009,12
GA,13129.0,2011,11
GA,13135.0,2003,21
GA,13135.0,2004,21
GA,13135.0,2005,25
GA,13135.0,2006,43
GA,13135.0,2007,32
GA,13135.0,2008,44
GA,13135.0,2009,50
GA,13135.0,2010,54
GA,13135.0,2011,45
GA,13135.0,2012,47
GA,13135.0,2013,50
GA,13135.0,2014,59
GA,13135.0,2015,102
GA,13139.0,2004,14
GA,13139.0,2005,10
GA,13139.0,2006,12
GA,13139.0,2007,12
GA,13139.0,2008,14
GA,13139.0,2009,14
GA,13139.0,2010,22
GA,13139.0,2011,23
GA,13139.0,2012,21
GA,13139.0,2013,20
GA,13139.0,2014,22
GA,13139.0,2015,19
GA,13143.0,2007,13
GA,13143.0,2009,11
GA,13143.0,2010,14
GA,13151.0,2005,11
GA,13151.0,2006,17
GA,13151.0,2007,10
GA,13151.0,2008,19
GA,13151.0,2009,27
GA,13151.0,2010,21
GA,13151.0,2011,26
GA,13151.0,2012,16
GA,13151.0,2013,21
GA,13151.0,2014,25
GA,13151.0,2015,25
GA,13157.0,2004,12
GA,13157.0,2009,11
GA,13157.0,2011,10
GA,13157.0,2012,11
GA,13157.0,2013,12
GA,13157.0,2015,15
GA,13195.0,2014,12
GA,13213.0,2008,11
GA,13213.0,2010,10
GA,13213.0,2011,15
GA,13213.0,2012,10
GA,13213.0,2013,10
GA,13213.0,2014,10
GA,13215.0,2003,13
GA,13215.0,2008,11
GA,13215.0,2009,14
GA,13215.0,2010,23
GA,13215.0,2011,21
GA,13215.0,2012,21
GA,13215.0,2013,11
GA,13215.0,2014,21
GA,13215.0,2015,14
GA,13217.0,2007,10
GA,13217.0,2009,13
GA,13217.0,2011,10
GA,13217.0,2013,10
GA,13217.0,2015,12
GA,13223.0,2004,12
GA,13223.0,2006,18
GA,13223.0,2007,20
GA,13223.0,2008,18
GA,13223.0,2009,22
GA,13223.0,2010,31
GA,13223.0,2011,19
GA,13223.0,2012,19
GA,13223.0,2013,13
GA,13223.0,2014,27
GA,13223.0,2015,24
GA,13233.0,2010,11
GA,13245.0,2003,14
GA,13245.0,2004,16
GA,13245.0,2005,10
GA,13245.0,2006,23
GA,13245.0,2007,13
GA,13245.0,2008,16
GA,13245.0,2009,19
GA,13245.0,2010,29
GA,13245.0,2011,21
GA,13245.0,2012,28
GA,13245.0,2013,15
GA,13245.0,2014,23
GA,13245.0,2015,39
GA,13247.0,2003,11
GA,13247.0,2006,10
GA,13247.0,2007,10
GA,13247.0,2012,10
GA,13247.0,2013,10
GA,13247.0,2014,10
GA,13247.0,2015,10
GA,13255.0,2004,11
GA,13255.0,2012,15
GA,13255.0,2015,14
GA,13285.0,2011,13
GA,13285.0,2014,10
GA,13285.0,2015,10
GA,13295.0,2005,13
GA,13295.0,2007,10
GA,13295.0,2009,11
GA,13295.0,2011,10
GA,13295.0,2012,12
GA,13295.0,2014,11
GA,13297.0,2012,15
GA,13297.0,2013,15
GA,13297.0,2014,13
GA,13297.0,2015,19
GA,13299.0,2009,10
GA,13299.0,2014,15
GA,13313.0,2004,10
GA,13313.0,2005,11
GA,13313.0,2006,12
GA,13313.0,2008,15
GA,13313.0,2009,11
GA,13313.0,2010,11
GA,13313.0,2011,15
GA,13313.0,2012,16
GA,13313.0,2013,14
GA,13313.0,2014,11
GA,13313.0,2015,12
HI,15001.0,2003,11
HI,15001.0,2004,11
HI,15001.0,2005,19
HI,15001.0,2007,14
HI,15001.0,2008,23
HI,15001.0,2009,28
HI,15001.0,2010,11
HI,15001.0,2011,12
HI,15001.0,2013,10
HI,15001.0,2014,10
HI,15001.0,2015,11
HI,15003.0,2003,62
HI,15003.0,2004,69
HI,15003.0,2005,87
HI,15003.0,2006,58
HI,15003.0,2007,89
HI,15003.0,2008,71
HI,15003.0,2009,81
HI,15003.0,2010,100
HI,15003.0,2011,115
HI,15003.0,2012,103
HI,15003.0,2013,103
HI,15003.0,2014,99
HI,15003.0,2015,119
HI,15009.0,2011,32
HI,15009.0,2012,17
HI,15009.0,2013,16
HI,15009.0,2014,18
HI,15009.0,2015,17
IA,19103.0,2014,15
IA,19113.0,2004,11
IA,19113.0,2005,10
IA,19113.0,2006,11
IA,19113.0,2007,15
IA,19113.0,2008,12
IA,19113.0,2009,13
IA,19113.0,2010,15
IA,19113.0,2011,17
IA,19113.0,2012,18
IA,19113.0,2013,20
IA,19113.0,2014,22
IA,19113.0,2015,23
IA,19153.0,2003,13
IA,19153.0,2004,14
IA,19153.0,2005,27
IA,19153.0,2006,21
IA,19153.0,2007,40
IA,19153.0,2008,38
IA,19153.0,2009,45
IA,19153.0,2010,48
IA,19153.0,2011,52
IA,19153.0,2012,55
IA,19153.0,2013,48
IA,19153.0,2014,38
IA,19153.0,2015,66
IA,19163.0,2006,11
IA,19163.0,2007,13
IA,19163.0,2008,16
IA,19163.0,2009,13
IA,19163.0,2010,15
IA,19163.0,2011,17
IA,19163.0,2012,22
IA,19163.0,2013,34
IA,19163.0,2014,14
IA,19163.0,2015,29
IA,19193.0,2013,14
ID,16001.0,2003,17
ID,16001.0,2004,21
ID,16001.0,2005,20
ID,16001.0,2006,32
ID,16001.0,2007,32
ID,16001.0,2008,37
ID,16001.0,2009,44
ID,16001.0,2010,35
ID,16001.0,2011,45
ID,16001.0,2012,28
ID,16001.0,2013,55
ID,16001.0,2014,65
ID,16001.0,2015,44
ID,16005.0,2009,11
ID,16005.0,2010,11
ID,16005.0,2011,11
ID,16005.0,2012,13
ID,16005.0,2013,11
ID,16005.0,2014,22
ID,16019.0,2008,13
ID,16019.0,2009,13
ID,16019.0,2010,13
ID,16019.0,2011,12
ID,16019.0,2012,15
ID,16019.0,2013,33
ID,16019.0,2014,19
ID,16019.0,2015,27
ID,16027.0,2010,16
ID,16027.0,2011,10
ID,16027.0,2013,12
ID,16027.0,2014,20
ID,16055.0,2006,12
ID,16055.0,2008,13
ID,16055.0,2009,10
ID,16055.0,2012,12
ID,16055.0,2014,10
ID,16055.0,2015,17
ID,16083.0,2015,13
IL,17001.0,2015,14
IL,17011.0,2015,11
IL,17019.0,2004,15
IL,17019.0,2005,12
IL,17019.0,2007,13
IL,17019.0,2008,10
IL,17019.0,2009,15
IL,17019.0,2010,11
IL,17019.0,2011,18
IL,17019.0,2012,16
IL,17019.0,2013,19
IL,17019.0,2014,29
IL,17019.0,2015,29
IL,17031.0,2003,443
IL,17031.0,2004,498
IL,17031.0,2005,507
IL,17031.0,2006,748
IL,17031.0,2007,514
IL,17031.0,2008,534
IL,17031.0,2009,521
IL,17031.0,2010,483
IL,17031.0,2011,496
IL,17031.0,2012,610
IL,17031.0,2013,626
IL,17031.0,2014,621
IL,17031.0,2015,694
IL,17037.0,2011,11
IL,17043.0,2003,48
IL,17043.0,2004,44
IL,17043.0,2005,56
IL,17043.0,2006,70
IL,17043.0,2007,64
IL,17043.0,2008,81
IL,17043.0,2009,55
IL,17043.0,2010,74
IL,17043.0,2011,86
IL,17043.0,2012,108
IL,17043.0,2013,86
IL,17043.0,2014,81
IL,17043.0,2015,108
IL,17055.0,2015,10
IL,17063.0,2012,13
IL,17081.0,2015,10
IL,17089.0,2004,19
IL,17089.0,2005,29
IL,17089.0,2006,20
IL,17089.0,2007,27
IL,17089.0,2008,22
IL,17089.0,2009,28
IL,17089.0,2010,25
IL,17089.0,2011,43
IL,17089.0,2012,41
IL,17089.0,2013,36
IL,17089.0,2014,34
IL,17089.0,2015,30
IL,17091.0,2008,15
IL,17091.0,2009,13
IL,17091.0,2011,11
IL,17091.0,2013,19
IL,17091.0,2014,20
IL,17091.0,2015,16
IL,17093.0,2008,11
IL,17093.0,2011,11
IL,17093.0,2013,13
IL,17097.0,2003,37
IL,17097.0,2004,45
IL,17097.0,2005,51
IL,17097.0,2006,52
IL,17097.0,2007,64
IL,17097.0,2008,72
IL,17097.0,2009,81
IL,17097.0,2010,90
IL,17097.0,2011,82
IL,17097.0,2012,69
IL,17097.0,2013,62
IL,17097.0,2014,65
IL,17097.0,2015,66
IL,17099.0,2004,13
IL,17099.0,2005,21
IL,17099.0,2006,18
IL,17099.0,2007,18
IL,17099.0,2008,15
IL,17099.0,2009,21
IL,17099.0,2010,28
IL,17099.0,2011,24
IL,17099.0,2012,21
IL,17099.0,2013,24
IL,17099.0,2014,14
IL,17099.0,2015,25
IL,17111.0,2003,13
IL,17111.0,2004,16
IL,17111.0,2005,18
IL,17111.0,2006,18
IL,17111.0,2007,16
IL,17111.0,2008,26
IL,17111.0,2009,31
IL,17111.0,2010,32
IL,17111.0,2011,27
IL,17111.0,2012,40
IL,17111.0,2013,28
IL,17111.0,2014,30
IL,17111.0,2015,38
IL,17113.0,2003,10
IL,17113.0,2005,11
IL,17113.0,2007,13
IL,17113.0,2008,15
IL,17113.0,2009,19
IL,17113.0,2010,12
IL,17113.0,2011,10
IL,17113.0,2012,24
IL,17113.0,2013,10
IL,17113.0,2014,19
IL,17113.0,2015,18
IL,17115.0,2012,10
IL,17115.0,2013,10
IL,17115.0,2015,13
IL,17119.0,2003,13
IL,17119.0,2004,24
IL,17119.0,2005,22
IL,17119.0,2006,30
IL,17119.0,2007,38
IL,17119.0,2008,32
IL,17119.0,2009,39
IL,17119.0,2010,57
IL,17119.0,2011,49
IL,17119.0,2012,56
IL,17119.0,2013,42
IL,17119.0,2014,79
IL,17119.0,2015,71
IL,17121.0,2010,10
IL,17143.0,2005,12
IL,17143.0,2006,14
IL,17143.0,2007,11
IL,17143.0,2008,18
IL,17143.0,2009,22
IL,17143.0,2010,17
IL,17143.0,2011,30
IL,17143.0,2012,23
IL,17143.0,2013,26
IL,17143.0,2014,23
IL,17143.0,2015,33
IL,17161.0,2008,11
IL,17161.0,2009,11
IL,17161.0,2011,13
IL,17161.0,2012,10
IL,17161.0,2014,10
IL,17163.0,2004,13
IL,17163.0,2006,17
IL,17163.0,2007,15
IL,17163.0,2008,27
IL,17163.0,2009,29
IL,17163.0,2010,24
IL,17163.0,2011,32
IL,17163.0,2012,43
IL,17163.0,2013,33
IL,17163.0,2014,44
IL,17163.0,2015,34
IL,17167.0,2005,10
IL,17167.0,2007,19
IL,17167.0,2009,11
IL,17167.0,2011,21
IL,17167.0,2012,35
IL,17167.0,2013,17
IL,17167.0,2014,34
IL,17167.0,2015,41
IL,17179.0,2004,10
IL,17179.0,2008,17
IL,17179.0,2009,13
IL,17179.0,2010,11
IL,17179.0,2011,16
IL,17179.0,2012,23
IL,17179.0,2014,19
IL,17179.0,2015,20
IL,17183.0,2007,12
IL,17183.0,2012,10
IL,17183.0,2014,14
IL,17183.0,2015,13
IL,17197.0,2003,26
IL,17197.0,2004,37
IL,17197.0,2005,50
IL,17197.0,2006,45
IL,17197.0,2007,51
IL,17197.0,2008,50
IL,17197.0,2009,64
IL,17197.0,2010,54
IL,17197.0,2011,68
IL,17197.0,2012,65
IL,17197.0,2013,78
IL,17197.0,2014,87
IL,17197.0,2015,98
IL,17199.0,2010,11
IL,17199.0,2011,13
IL,17199.0,2014,16
IL,17201.0,2003,25
IL,17201.0,2004,33
IL,17201.0,2005,28
IL,17201.0,2006,38
IL,17201.0,2007,34
IL,17201.0,2008,60
IL,17201.0,2009,55
IL,17201.0,2010,49
IL,17201.0,2011,34
IL,17201.0,2012,77
IL,17201.0,2013,83
IL,17201.0,2014,75
IL,17201.0,2015,86
IN,18003.0,2004,20
IN,18003.0,2005,24
IN,18003.0,2006,19
IN,18003.0,2007,18
IN,18003.0,2008,22
IN,18003.0,2009,31
IN,18003.0,2010,33
IN,18003.0,2011,25
IN,18003.0,2012,33
IN,18003.0,2013,47
IN,18003.0,2014,51
IN,18003.0,2015,57
IN,18005.0,2007,10
IN,18005.0,2008,14
IN,18005.0,2010,14
IN,18005.0,2014,10
IN,18011.0,2013,14
IN,18011.0,2015,11
IN,18019.0,2003,20
IN,18019.0,2004,11
IN,18019.0,2006,10
IN,18019.0,2007,12
IN,18019.0,2008,15
IN,18019.0,2010,19
IN,18019.0,2011,29
IN,18019.0,2012,30
IN,18019.0,2013,19
IN,18019.0,2014,23
IN,18019.0,2015,24
IN,18029.0,2005,10
IN,18029.0,2010,10
IN,18029.0,2012,11
IN,18029.0,2014,14
IN,18029.0,2015,16
IN,18035.0,2003,18
IN,18035.0,2004,12
IN,18035.0,2005,13
IN,18035.0,2006,18
IN,18035.0,2007,11
IN,18035.0,2008,16
IN,18035.0,2009,24
IN,18035.0,2010,11
IN,18035.0,2011,16
IN,18035.0,2012,13
IN,18035.0,2013,17
IN,18035.0,2014,29
IN,18035.0,2015,32
IN,18039.0,2004,10
IN,18039.0,2008,20
IN,18039.0,2009,21
IN,18039.0,2010,13
IN,18039.0,2011,15
IN,18039.0,2012,15
IN,18039.0,2013,15
IN,18039.0,2014,21
IN,18039.0,2015,21
IN,18041.0,2014,15
IN,18041.0,2015,10
IN,18043.0,2005,10
IN,18043.0,2006,10
IN,18043.0,2010,13
IN,18043.0,2011,14
IN,18043.0,2012,14
IN,18043.0,2014,18
IN,18043.0,2015,14
IN,18053.0,2007,15
IN,18053.0,2009,10
IN,18053.0,2010,13
IN,18053.0,2011,14
IN,18053.0,2012,24
IN,18053.0,2013,17
IN,18053.0,2014,10
IN,18053.0,2015,29
IN,18055.0,2010,10
IN,18057.0,2006,12
IN,18057.0,2007,13
IN,18057.0,2009,15
IN,18057.0,2010,17
IN,18057.0,2011,16
IN,18057.0,2012,18
IN,18057.0,2013,15
IN,18057.0,2014,23
IN,18057.0,2015,29
IN,18059.0,2013,11
IN,18059.0,2014,20
IN,18059.0,2015,19
IN,18063.0,2008,12
IN,18063.0,2009,11
IN,18063.0,2011,13
IN,18063.0,2012,14
IN,18063.0,2013,11
IN,18063.0,2014,11
IN,18065.0,2005,10
IN,18065.0,2006,13
IN,18065.0,2007,18
IN,18065.0,2008,14
IN,18065.0,2009,11
IN,18065.0,2010,12
IN,18065.0,2013,14
IN,18065.0,2014,12
IN,18067.0,2004,12
IN,18067.0,2006,21
IN,18067.0,2007,24
IN,18067.0,2008,18
IN,18067.0,2009,14
IN,18067.0,2010,21
IN,18067.0,2011,17
IN,18067.0,2012,15
IN,18067.0,2013,21
IN,18067.0,2014,16
IN,18067.0,2015,27
IN,18071.0,2010,10
IN,18071.0,2012,10
IN,18071.0,2013,10
IN,18071.0,2014,13
IN,18071.0,2015,11
IN,18081.0,2004,12
IN,18081.0,2005,11
IN,18081.0,2006,10
IN,18081.0,2007,16
IN,18081.0,2008,11
IN,18081.0,2009,10
IN,18081.0,2010,16
IN,18081.0,2011,10
IN,18081.0,2012,14
IN,18081.0,2013,22
IN,18081.0,2014,15
IN,18081.0,2015,13
IN,18085.0,2009,10
IN,18085.0,2012,11
IN,18089.0,2003,11
IN,18089.0,2004,11
IN,18089.0,2006,28
IN,18089.0,2007,17
IN,18089.0,2008,29
IN,18089.0,2009,20
IN,18089.0,2010,13
IN,18089.0,2011,21
IN,18089.0,2012,25
IN,18089.0,2013,44
IN,18089.0,2014,50
IN,18089.0,2015,59
IN,18091.0,2006,10
IN,18091.0,2007,16
IN,18091.0,2009,10
IN,18091.0,2010,11
IN,18091.0,2011,21
IN,18091.0,2012,15
IN,18091.0,2013,16
IN,18091.0,2014,20
IN,18091.0,2015,14
IN,18095.0,2003,21
IN,18095.0,2004,20
IN,18095.0,2005,30
IN,18095.0,2006,37
IN,18095.0,2007,22
IN,18095.0,2008,17
IN,18095.0,2009,33
IN,18095.0,2010,31
IN,18095.0,2011,42
IN,18095.0,2012,38
IN,18095.0,2013,16
IN,18095.0,2014,26
IN,18095.0,2015,30
IN,18097.0,2003,53
IN,18097.0,2004,83
IN,18097.0,2005,90
IN,18097.0,2006,114
IN,18097.0,2007,123
IN,18097.0,2008,148
IN,18097.0,2009,137
IN,18097.0,2010,151
IN,18097.0,2011,156
IN,18097.0,2012,192
IN,18097.0,2013,203
IN,18097.0,2014,245
IN,18097.0,2015,246
IN,18105.0,2004,11
IN,18105.0,2007,10
IN,18105.0,2008,14
IN,18105.0,2009,15
IN,18105.0,2010,16
IN,18105.0,2011,16
IN,18105.0,2012,18
IN,18105.0,2013,13
IN,18105.0,2014,24
IN,18105.0,2015,16
IN,18107.0,2011,11
IN,18107.0,2012,12
IN,18109.0,2009,18
IN,18109.0,2010,15
IN,18109.0,2012,23
IN,18109.0,2013,11
IN,18109.0,2014,17
IN,18109.0,2015,19
IN,18127.0,2005,10
IN,18127.0,2006,17
IN,18127.0,2007,11
IN,18127.0,2008,23
IN,18127.0,2009,16
IN,18127.0,2010,24
IN,18127.0,2011,23
IN,18127.0,2012,23
IN,18127.0,2013,32
IN,18127.0,2014,35
IN,18127.0,2015,34
IN,18141.0,2004,15
IN,18141.0,2005,19
IN,18141.0,2006,14
IN,18141.0,2007,23
IN,18141.0,2008,15
IN,18141.0,2009,20
IN,18141.0,2010,21
IN,18141.0,2011,33
IN,18141.0,2012,26
IN,18141.0,2013,33
IN,18141.0,2014,31
IN,18141.0,2015,51
IN,18143.0,2011,15
IN,18143.0,2012,12
IN,18145.0,2007,13
IN,18149.0,2007,11
IN,18149.0,2009,12
IN,18157.0,2005,13
IN,18157.0,2007,16
IN,18157.0,2009,21
IN,18157.0,2011,18
IN,18157.0,2012,21
IN,18157.0,2013,24
IN,18157.0,2014,22
IN,18157.0,2015,31
IN,18163.0,2003,15
IN,18163.0,2004,16
IN,18163.0,2005,24
IN,18163.0,2006,20
IN,18163.0,2007,24
IN,18163.0,2008,45
IN,18163.0,2009,50
IN,18163.0,2010,50
IN,18163.0,2011,52
IN,18163.0,2012,41
IN,18163.0,2013,31
IN,18163.0,2014,39
IN,18163.0,2015,38
IN,18167.0,2006,10
IN,18167.0,2009,16
IN,18167.0,2013,20
IN,18167.0,2014,12
IN,18169.0,2006,10
IN,18169.0,2008,10
IN,18169.0,2010,10
IN,18177.0,2008,10
IN,18177.0,2010,10
IN,18177.0,2011,11
IN,18177.0,2013,18
IN,18177.0,2014,19
IN,18177.0,2015,31
KS,20015.0,2012,10
KS,20015.0,2013,11
KS,20045.0,2012,11
KS,20045.0,2013,10
KS,20045.0,2015,11
KS,20091.0,2003,28
KS,20091.0,2004,25
KS,20091.0,2005,22
KS,20091.0,2006,23
KS,20091.0,2007,37
KS,20091.0,2008,25
KS,20091.0,2009,37
KS,20091.0,2010,34
KS,20091.0,2011,39
KS,20091.0,2012,40
KS,20091.0,2013,49
KS,20091.0,2014,53
KS,20091.0,2015,39
KS,20103.0,2013,10
KS,20103.0,2014,11
KS,20155.0,2013,10
KS,20155.0,2014,10
KS,20155.0,2015,10
KS,20173.0,2003,46
KS,20173.0,2004,50
KS,20173.0,2005,83
KS,20173.0,2006,60
KS,20173.0,2007,51
KS,20173.0,2008,48
KS,20173.0,2009,67
KS,20173.0,2010,40
KS,20173.0,2011,45
KS,20173.0,2012,69
KS,20173.0,2013,61
KS,20173.0,2014,74
KS,20173.0,2015,72
KS,20177.0,2004,13
KS,20177.0,2005,11
KS,20177.0,2006,13
KS,20177.0,2008,14
KS,20177.0,2009,24
KS,20177.0,2010,19
KS,20177.0,2011,18
KS,20177.0,2012,13
KS,20177.0,2014,17
KS,20177.0,2015,19
KS,20209.0,2004,16
KS,20209.0,2005,10
KS,20209.0,2007,14
KS,20209.0,2008,15
KS,20209.0,2009,12
KS,20209.0,2010,16
KS,20209.0,2011,10
KS,20209.0,2012,15
KS,20209.0,2014,10
KS,20209.0,2015,10
KY,21011.0,2008,11
KY,21013.0,2003,15
KY,21013.0,2004,15
KY,21013.0,2005,17
KY,21013.0,2006,10
KY,21013.0,2007,13
KY,21013.0,2008,13
KY,21013.0,2009,11
KY,21013.0,2010,24
KY,21013.0,2011,11
KY,21013.0,2013,23
KY,21013.0,2015,17
KY,21015.0,2003,11
KY,21015.0,2005,10
KY,21015.0,2006,18
KY,21015.0,2007,18
KY,21015.0,2008,19
KY,21015.0,2009,19
KY,21015.0,2010,28
KY,21015.0,2011,20
KY,21015.0,2012,26
KY,21015.0,2013,37
KY,21015.0,2014,29
KY,21015.0,2015,47
KY,21019.0,2008,24
KY,21019.0,2009,16
KY,21019.0,2010,21
